model,optimal_p,payoff_ratio,answer
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,1
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,60,0.67,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,0
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,1,100.0,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,99,0.01,0
anthropic/claude-4.5-sonnet,99,0.01,1
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,1
anthropic/claude-4.5-sonnet,49,1.02,1
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,1
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,1
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,1
anthropic/claude-4.5-sonnet,49,1.02,1
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,1
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,1
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,1
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,1
anthropic/claude-4.5-sonnet,49,1.02,1
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,1
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,1
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,1
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,1
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,1
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,1
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,1
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,1
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,1
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,1
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,1
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,49,1.02,1
anthropic/claude-4.5-sonnet,49,1.02,0
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,0
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,1
anthropic/claude-4.5-sonnet,51,0.98,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,1
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,40,1.5,0
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
google/gemini-2.5-pro,60,0.67,1
