model,p,answer,status
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,85,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,90,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,95,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,100,1,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,0,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,5,0,success
anthropic/claude-4.5-sonnet,10,0,success
anthropic/claude-4.5-sonnet,10,0,success
anthropic/claude-4.5-sonnet,10,0,success
anthropic/claude-4.5-sonnet,10,0,success
anthropic/claude-4.5-sonnet,10,0,success
anthropic/claude-4.5-sonnet,10,0,success
anthropic/claude-4.5-sonnet,10,0,success
anthropic/claude-4.5-sonnet,10,0,success
anthropic/claude-4.5-sonnet,10,0,success
anthropic/claude-4.5-sonnet,10,0,success
anthropic/claude-4.5-sonnet,10,0,success
anthropic/claude-4.5-sonnet,10,0,success
anthropic/claude-4.5-sonnet,10,0,success
anthropic/claude-4.5-sonnet,10,0,success
anthropic/claude-4.5-sonnet,10,0,success
