model,optimal_p,b_count,answer
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,1.0,99000,0
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
anthropic/claude-4.5-sonnet,99.0,10,1
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,40.0,1500,0
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,60.0,667,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,99.0,10,1
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,1.0,99000,0
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
google/gemini-2.5-pro,50.0,1000,1
